material_input,llm_provider,llm_model,success,error_message,llm_formula,llm_space_group,llm_lattice_params,llm_atomic_positions,mp_formula,mp_space_group,mp_lattice_params,mp_atomic_positions,processing_time,api_failure,score
Potassium chloride,openai,gpt-5.4-mini,True,,KCl,Fm-3m,"{'a': 6.29, 'b': 6.29, 'c': 6.29, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'K', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",KCl,Fm-3m,"{'a': 4.4432770640082975, 'b': 4.4432770147909, 'c': 4.44327718, 'alpha': 59.99999877003548, 'beta': 59.999999136453894, 'gamma': 59.999994716588446}","[{'element': 'K', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",2.06148099899292,False,1.0
GST,openai,gpt-5.4-mini,True,,Ge2Sb2Te5,P-3m1,"{'a': 4.246, 'b': 4.246, 'c': 17.24, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Ge', 'position': [0.0, 0.0, 0.0]}, {'element': 'Sb', 'position': [0.0, 0.0, 0.235]}, {'element': 'Te', 'position': [0.0, 0.0, 0.118]}, {'element': 'Te', 'position': [0.3333333333, 0.6666666667, 0.208]}, {'element': 'Te', 'position': [0.6666666667, 0.3333333333, 0.292]}]",Ge2Sb2Te5,P-3m1,"{'a': 4.29406442480606, 'b': 4.29406442480606, 'c': 17.101346, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000654506766}","[{'element': 'Ge', 'position': [0.333333, 0.666667, 0.897104999999999]}, {'element': 'Ge', 'position': [0.666667, 0.333333, 0.102895]}, {'element': 'Sb', 'position': [0.0, 0.0, 0.679932]}, {'element': 'Sb', 'position': [0.0, 0.0, 0.320067999999999]}, {'element': 'Te', 'position': [0.0, 0.0, 0.0]}, {'element': 'Te', 'position': [0.666667, 0.333333, 0.798458]}, {'element': 'Te', 'position': [0.333333, 0.666667, 0.201542]}, {'element': 'Te', 'position': [0.333333, 0.666667, 0.580108]}, {'element': 'Te', 'position': [0.666667, 0.333333, 0.419892]}]",2.645002841949463,False,0.75
Antimony trisulfide,openai,gpt-5.4-mini,True,,Sb2S3,Pnma,"{'a': 11.31, 'b': 3.83, 'c': 11.23, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.0, 0.0, 0.0]}, {'element': 'Sb', 'position': [0.0, 0.5, 0.5]}, {'element': 'Sb', 'position': [0.25, 0.16, 0.0]}, {'element': 'Sb', 'position': [0.25, 0.66, 0.5]}, {'element': 'Sb', 'position': [0.75, 0.84, 0.0]}, {'element': 'Sb', 'position': [0.75, 0.34, 0.5]}, {'element': 'Sb', 'position': [0.5, 0.5, 0.0]}, {'element': 'Sb', 'position': [0.5, 0.0, 0.5]}, {'element': 'S', 'position': [0.0, 0.0, 0.16]}, {'element': 'S', 'position': [0.0, 0.5, 0.66]}, {'element': 'S', 'position': [0.25, 0.34, 0.25]}, {'element': 'S', 'position': [0.25, 0.84, 0.75]}, {'element': 'S', 'position': [0.75, 0.66, 0.25]}, {'element': 'S', 'position': [0.75, 0.16, 0.75]}, {'element': 'S', 'position': [0.5, 0.5, 0.16]}, {'element': 'S', 'position': [0.5, 0.0, 0.66]}]",Sb2S3,Pnma,"{'a': 3.8447329100000003, 'b': 11.36714114, 'c': 11.80011845, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.75, 0.46558362000000003, 0.8573504]}, {'element': 'Sb', 'position': [0.25, 0.53441638, 0.1426496]}, {'element': 'Sb', 'position': [0.25, 0.96558362, 0.642649599999999]}, {'element': 'Sb', 'position': [0.75, 0.03441638, 0.357350399999999]}, {'element': 'Sb', 'position': [0.25, 0.17308267, 0.9669435999999991]}, {'element': 'Sb', 'position': [0.75, 0.82691733, 0.0330564]}, {'element': 'Sb', 'position': [0.75, 0.67308267, 0.5330564]}, {'element': 'Sb', 'position': [0.25, 0.32691733, 0.466943599999999]}, {'element': 'S', 'position': [0.75, 0.06146949, 0.87592716]}, {'element': 'S', 'position': [0.25, 0.93853051, 0.12407284]}, {'element': 'S', 'position': [0.25, 0.56146949, 0.62407284]}, {'element': 'S', 'position': [0.75, 0.43853051, 0.37592716]}, {'element': 'S', 'position': [0.75, 0.37923204, 0.04854145]}, {'element': 'S', 'position': [0.25, 0.62076796, 0.95145855]}, {'element': 'S', 'position': [0.25, 0.87923204, 0.45145855]}, {'element': 'S', 'position': [0.75, 0.12076796000000001, 0.54854145]}, {'element': 'S', 'position': [0.25, 0.18854761, 0.30024927]}, {'element': 'S', 'position': [0.75, 0.81145239, 0.69975073]}, {'element': 'S', 'position': [0.75, 0.68854761, 0.19975073000000002]}, {'element': 'S', 'position': [0.25, 0.31145239, 0.80024927]}]",3.5467331409454346,False,0.75
Antimony triselenide,openai,gpt-5.4-mini,False,llm returned chemical formula as dict instead of string,"{'reduced': 'Sb2Se3', 'full': 'Sb2Se3'}",Pnma,"{'a': 11.62, 'b': 11.78, 'c': 3.98, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.004, 0.25, 0.17]}, {'element': 'Sb', 'position': [0.496, 0.75, 0.83]}, {'element': 'Sb', 'position': [0.286, 0.25, 0.67]}, {'element': 'Sb', 'position': [0.714, 0.75, 0.33]}, {'element': 'Se', 'position': [0.157, 0.25, 0.055]}, {'element': 'Se', 'position': [0.843, 0.75, 0.945]}, {'element': 'Se', 'position': [0.366, 0.25, 0.455]}, {'element': 'Se', 'position': [0.634, 0.75, 0.545]}, {'element': 'Se', 'position': [0.12, 0.75, 0.305]}, {'element': 'Se', 'position': [0.88, 0.25, 0.695]}, {'element': 'Se', 'position': [0.351, 0.75, 0.845]}, {'element': 'Se', 'position': [0.649, 0.25, 0.155]}]",Sb2Se3,Pnma,"{'a': 4.00155687, 'b': 11.71362971, 'c': 12.3620732, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.75, 0.0380946, 0.14032237]}, {'element': 'Sb', 'position': [0.25, 0.961905399999999, 0.85967763]}, {'element': 'Sb', 'position': [0.25, 0.5380946, 0.35967763]}, {'element': 'Sb', 'position': [0.75, 0.461905399999999, 0.64032237]}, {'element': 'Sb', 'position': [0.25, 0.32959138, 0.033812840000000004]}, {'element': 'Sb', 'position': [0.75, 0.67040862, 0.96618716]}, {'element': 'Sb', 'position': [0.75, 0.82959138, 0.46618716]}, {'element': 'Sb', 'position': [0.25, 0.17040862, 0.5338128400000001]}, {'element': 'Se', 'position': [0.75, 0.12752536, 0.9483452]}, {'element': 'Se', 'position': [0.25, 0.87247464, 0.0516548]}, {'element': 'Se', 'position': [0.25, 0.62752536, 0.5516548]}, {'element': 'Se', 'position': [0.75, 0.37247464, 0.4483452]}, {'element': 'Se', 'position': [0.25, 0.19210067, 0.20533132]}, {'element': 'Se', 'position': [0.75, 0.80789933, 0.79466868]}, {'element': 'Se', 'position': [0.75, 0.69210067, 0.29466868]}, {'element': 'Se', 'position': [0.25, 0.30789933, 0.70533132]}, {'element': 'Se', 'position': [0.75, 0.05409869, 0.62734915]}, {'element': 'Se', 'position': [0.25, 0.94590131, 0.37265085000000003]}, {'element': 'Se', 'position': [0.25, 0.55409869, 0.87265085]}, {'element': 'Se', 'position': [0.75, 0.44590131, 0.12734915]}]",3.6086745262146,False,0.0
Yttrium barium copper oxide,openai,gpt-5.4-mini,True,,YBa2Cu3O7,Pmmm,"{'a': 3.82, 'b': 3.89, 'c': 11.68, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Y', 'position': [0.5, 0.5, 0.5]}, {'element': 'Ba', 'position': [0.5, 0.5, 0.183]}, {'element': 'Ba', 'position': [0.5, 0.5, 0.817]}, {'element': 'Cu', 'position': [0.5, 0.5, 0.0]}, {'element': 'Cu', 'position': [0.5, 0.0, 0.5]}, {'element': 'Cu', 'position': [0.0, 0.5, 0.5]}, {'element': 'O', 'position': [0.5, 0.0, 0.0]}, {'element': 'O', 'position': [0.0, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.0, 0.5, 0.5]}, {'element': 'O', 'position': [0.5, 0.5, 0.381]}, {'element': 'O', 'position': [0.5, 0.5, 0.619]}, {'element': 'O', 'position': [0.5, 0.0, 0.158]}, {'element': 'O', 'position': [0.0, 0.5, 0.842]}]",Ba2YCu3O7,Pmmm,"{'a': 3.844668, 'b': 3.926152, 'c': 11.823664, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.5, 0.5, 0.819391]}, {'element': 'Ba', 'position': [0.5, 0.5, 0.180609]}, {'element': 'Y', 'position': [0.5, 0.5, 0.5]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.646678]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.353321999999999]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.0, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.620653]}, {'element': 'O', 'position': [0.5, 0.0, 0.379347]}, {'element': 'O', 'position': [0.0, 0.5, 0.621651]}, {'element': 'O', 'position': [0.0, 0.5, 0.378349]}, {'element': 'O', 'position': [0.0, 0.0, 0.84082]}, {'element': 'O', 'position': [0.0, 0.0, 0.15918000000000002]}]",3.5724539756774902,False,0.25
Silicon,openai,gpt-5.4,True,,Si,Fd-3m,"{'a': 5.431, 'b': 5.431, 'c': 5.431, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Si', 'position': [0.0, 0.0, 0.0]}, {'element': 'Si', 'position': [0.25, 0.25, 0.25]}]",Si,Fd-3m,"{'a': 3.8492784033699095, 'b': 3.8492794116013456, 'c': 3.849278, 'alpha': 60.00001213094421, 'beta': 60.00000346645984, 'gamma': 60.0000109754579}","[{'element': 'Si', 'position': [0.875, 0.875, 0.875]}, {'element': 'Si', 'position': [0.125, 0.125, 0.125]}]",4.504113435745239,False,1.0
Diamond,openai,gpt-5.4,True,,C,Fd-3m,"{'a': 3.567, 'b': 3.567, 'c': 3.567, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'C', 'position': [0.0, 0.0, 0.0]}, {'element': 'C', 'position': [0.25, 0.25, 0.25]}]",C,P6_3/mmc,"{'a': 2.467291, 'b': 2.4672915232061654, 'c': 7.8030729999999995, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0000063925213}","[{'element': 'C', 'position': [0.0, 0.0, 0.25]}, {'element': 'C', 'position': [0.0, 0.0, 0.75]}, {'element': 'C', 'position': [0.333333, 0.666667, 0.25]}, {'element': 'C', 'position': [0.666667, 0.333333, 0.75]}]",4.790392875671387,False,0.5
Graphite,openai,gpt-5.4,True,,C,P63/mmc,"{'a': 2.461, 'b': 2.461, 'c': 6.708, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'C', 'position': [0.3333333333, 0.6666666667, 0.25]}, {'element': 'C', 'position': [0.6666666667, 0.3333333333, 0.25]}, {'element': 'C', 'position': [0.0, 0.0, 0.75]}, {'element': 'C', 'position': [0.0, 0.0, 0.25]}]",C,P6_3/mmc,"{'a': 2.467291, 'b': 2.4672915232061654, 'c': 7.8030729999999995, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0000063925213}","[{'element': 'C', 'position': [0.0, 0.0, 0.25]}, {'element': 'C', 'position': [0.0, 0.0, 0.75]}, {'element': 'C', 'position': [0.333333, 0.666667, 0.25]}, {'element': 'C', 'position': [0.666667, 0.333333, 0.75]}]",5.478632926940918,False,0.5
Aluminum,openai,gpt-5.4,True,,Al,Fm-3m,"{'a': 4.05, 'b': 4.05, 'c': 4.05, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Al', 'position': [0.0, 0.0, 0.0]}]",Al,Fm-3m,"{'a': 2.8559542459167657, 'b': 2.855954291634759, 'c': 2.855955, 'alpha': 60.00000337792521, 'beta': 60.00000284838631, 'gamma': 60.00000242846307}","[{'element': 'Al', 'position': [0.0, 0.0, 0.0]}]",3.787340641021729,False,1.0
Copper,openai,gpt-5.4,True,,Cu,Fm-3m,"{'a': 3.615, 'b': 3.615, 'c': 3.615, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cu', 'position': [0.0, 0.0, 0.0]}]",Cu,Fm-3m,"{'a': 2.5296252999953506, 'b': 2.5296258526342896, 'c': 2.52962495, 'alpha': 60.00001167291316, 'beta': 60.00000444609542, 'gamma': 60.000002640914175}","[{'element': 'Cu', 'position': [0.0, 0.0, 0.0]}]",3.996406555175781,False,1.0
Iron,openai,gpt-5.4,True,,Fe,Im-3m,"{'a': 2.8665, 'b': 2.8665, 'c': 2.8665, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Fe', 'position': [0.0, 0.0, 0.0]}]",Fe,Im-3m,"{'a': 2.48, 'b': 2.48, 'c': 2.48, 'alpha': 109.44, 'beta': 109.45, 'gamma': 109.47}","[{'element': 'Fe', 'position': [0.0, 0.0, 0.0]}]",4.337815284729004,False,1.0
Gold,openai,gpt-5.4,True,,Au,Fm-3m,"{'a': 4.078, 'b': 4.078, 'c': 4.078, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Au', 'position': [0.0, 0.0, 0.0]}]",Au,Fm-3m,"{'a': 2.9495462029697044, 'b': 2.949546752142606, 'c': 2.949546, 'alpha': 60.000008435423545, 'beta': 60.000002276344645, 'gamma': 60.00000120154806}","[{'element': 'Au', 'position': [0.0, 0.0, 0.0]}]",4.096959114074707,False,1.0
Silver,openai,gpt-5.4,False,llm returned chemical formula as dict instead of string,"{'reduced': 'Ag', 'full': 'Ag'}",Fm-3m,"{'a': 4.09, 'b': 4.09, 'c': 4.09, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ag', 'position': [0.0, 0.0, 0.0]}]",Ag,Fm-3m,"{'a': 2.902218654456314, 'b': 2.902218260449534, 'c': 2.90221738, 'alpha': 60.000010035439125, 'beta': 60.00001452635982, 'gamma': 59.999991450966775}","[{'element': 'Ag', 'position': [0.0, 0.0, 0.0]}]",4.719459772109985,False,0.0
Titanium,openai,gpt-5.4,True,,Ti,P63/mmc,"{'a': 2.95, 'b': 2.95, 'c': 4.68, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Ti', 'position': [0.3333333333, 0.6666666667, 0.25]}, {'element': 'Ti', 'position': [0.6666666667, 0.3333333333, 0.75]}]",Ti,P6/mmm,"{'a': 4.56737542, 'b': 4.56737424113343, 'c': 2.82624427, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999363769648}","[{'element': 'Ti', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.333333, 0.666667, 0.5]}, {'element': 'Ti', 'position': [0.666667, 0.333333, 0.5]}]",5.169402360916138,False,0.5
Zinc,openai,gpt-5.4,True,,Zn,P63/mmc,"{'a': 2.66, 'b': 2.66, 'c': 4.95, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Zn', 'position': [0.3333333333, 0.6666666667, 0.25]}, {'element': 'Zn', 'position': [0.6666666667, 0.3333333333, 0.75]}]",Zn,P6_3/mmc,"{'a': 2.61436012, 'b': 2.614359482682322, 'c': 4.87316102, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99998275785532}","[{'element': 'Zn', 'position': [0.333333, 0.666667, 0.25]}, {'element': 'Zn', 'position': [0.666667, 0.333333, 0.75]}]",4.560488939285278,False,0.5
Silicon carbide,openai,gpt-5.4,True,,SiC,F-43m,"{'a': 4.3596, 'b': 4.3596, 'c': 4.3596, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Si', 'position': [0.0, 0.0, 0.0]}, {'element': 'C', 'position': [0.25, 0.25, 0.25]}]",SiC,R3m,"{'a': 3.0767812902988743, 'b': 3.0767812902988743, 'c': 47.840220615981856, 'alpha': 88.15725280976095, 'beta': 88.15725280976095, 'gamma': 59.99983979764553}","[{'element': 'Si', 'position': [1.0980000000000002e-05, 1.0980000000000002e-05, -1.2e-07]}, {'element': 'Si', 'position': [0.929817599999999, 0.929817599999999, 0.2105308]}, {'element': 'Si', 'position': [0.89472145, 0.89472145, 0.31580303]}, {'element': 'Si', 'position': [0.82457891, 0.82457891, 0.52625294]}, {'element': 'Si', 'position': [0.7894646200000001, 0.7894646200000001, 0.6315497]}, {'element': 'Si', 'position': [0.71930885, 0.71930885, 0.84203646]}, {'element': 'Si', 'position': [0.6841903300000001, 0.6841903300000001, 0.94740885]}, {'element': 'Si', 'position': [0.63159899, 0.63159899, 0.10525658]}, {'element': 'Si', 'position': [0.57892137, 0.57892137, 0.2631812]}, {'element': 'Si', 'position': [0.52633948, 0.52633948, 0.42104139]}, {'element': 'Si', 'position': [0.47367382, 0.47367382, 0.57889398]}, {'element': 'Si', 'position': [0.42107204000000004, 0.42107204000000004, 0.7368208900000001]}, {'element': 'Si', 'position': [0.36841942, 0.36841942, 0.89472457]}, {'element': 'Si', 'position': [0.31581059, 0.31581059, 0.05257709]}, {'element': 'Si', 'position': [0.28069088000000003, 0.28069088000000003, 0.15794137]}, {'element': 'Si', 'position': [0.21057031, 0.21057031, 0.368365]}, {'element': 'Si', 'position': [0.17543814, 0.17543814, 0.473696699999999]}, {'element': 'Si', 'position': [0.10528643, 0.10528643, 0.68414504]}, {'element': 'Si', 'position': [0.07017624, 0.07017624, 0.7894654]}, {'element': 'C', 'position': [0.98683913, 0.98683913, 0.03948027]}, {'element': 'C', 'position': [0.91666527, 0.91666527, 0.24998902]}, {'element': 'C', 'position': [0.88158976, 0.88158976, 0.35525918]}, {'element': 'C', 'position': [0.81143175, 0.81143175, 0.56569994]}, {'element': 'C', 'position': [0.77633372, 0.77633372, 0.67103008]}, {'element': 'C', 'position': [0.70617337, 0.70617337, 0.88150899]}, {'element': 'C', 'position': [0.6710455200000001, 0.6710455200000001, 0.98688863]}, {'element': 'C', 'position': [0.61837615, 0.61837615, 0.14486238]}, {'element': 'C', 'position': [0.56574827, 0.56574827, 0.30274656]}, {'element': 'C', 'position': [0.51312463, 0.51312463, 0.46062954]}, {'element': 'C', 'position': [0.46050866, 0.46050866, 0.618476399999999]}, {'element': 'C', 'position': [0.40786489000000004, 0.40786489000000004, 0.77640286]}, {'element': 'C', 'position': [0.3552219, 0.3552219, 0.9343297700000001]}, {'element': 'C', 'position': [0.30265887, 0.30265887, 0.09204795]}, {'element': 'C', 'position': [0.26752021, 0.26752021, 0.19742432000000001]}, {'element': 'C', 'position': [0.19738772000000002, 0.19738772000000002, 0.40783153]}, {'element': 'C', 'position': [0.16228249, 0.16228249, 0.5131578800000001]}, {'element': 'C', 'position': [0.09212975, 0.09212975, 0.7236176]}, {'element': 'C', 'position': [0.05700849, 0.05700849, 0.82892825]}]",4.646946668624878,False,0.5
Gallium arsenide,openai,gpt-5.4,True,,GaAs,F-43m,"{'a': 5.6533, 'b': 5.6533, 'c': 5.6533, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ga', 'position': [0.0, 0.0, 0.0]}, {'element': 'As', 'position': [0.25, 0.25, 0.25]}]",GaAs,F-43m,"{'a': 4.065993051152201, 'b': 4.065992915533793, 'c': 4.065993, 'alpha': 59.99999117709851, 'beta': 59.99999228045072, 'gamma': 59.99999375028118}","[{'element': 'Ga', 'position': [0.0, 0.0, 0.0]}, {'element': 'As', 'position': [0.25, 0.25, 0.25]}]",4.331626653671265,False,1.0
Indium phosphide,openai,gpt-5.4,True,,InP,F-43m,"{'a': 5.8687, 'b': 5.8687, 'c': 5.8687, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'In', 'position': [0.0, 0.0, 0.0]}, {'element': 'P', 'position': [0.25, 0.25, 0.25]}]",InP,F-43m,"{'a': 4.174725103299528, 'b': 4.174724893174411, 'c': 4.17472507, 'alpha': 59.99999851962922, 'beta': 60.00000018462105, 'gamma': 60.00000303290362}","[{'element': 'In', 'position': [0.0, 0.0, 0.0]}, {'element': 'P', 'position': [0.25, 0.25, 0.25]}]",4.067613840103149,False,1.0
Zinc selenide,openai,gpt-5.4,True,,ZnSe,F-43m,"{'a': 5.667, 'b': 5.667, 'c': 5.667, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Zn', 'position': [0.0, 0.0, 0.0]}, {'element': 'Se', 'position': [0.25, 0.25, 0.25]}]",ZnSe,F-43m,"{'a': 4.005679011332485, 'b': 4.005678358128986, 'c': 4.00567877, 'alpha': 59.99999651610043, 'beta': 60.000001910391944, 'gamma': 59.99999587930295}","[{'element': 'Zn', 'position': [0.0, 0.0, 0.0]}, {'element': 'Se', 'position': [0.25, 0.25, 0.25]}]",3.891623735427856,False,1.0
Cadmium telluride,openai,gpt-5.4,True,,CdTe,F-43m,"{'a': 6.482, 'b': 6.482, 'c': 6.482, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cd', 'position': [0.0, 0.0, 0.0]}, {'element': 'Te', 'position': [0.25, 0.25, 0.25]}]",CdTe,F-43m,"{'a': 4.641608438605873, 'b': 4.641609170455944, 'c': 4.64161015, 'alpha': 60.00000778643148, 'beta': 60.00000253660983, 'gamma': 60.00001117898337}","[{'element': 'Cd', 'position': [0.0, 0.0, 0.0]}, {'element': 'Te', 'position': [0.25, 0.25, 0.25]}]",3.850045919418335,False,1.0
Aluminum nitride,openai,gpt-5.4,True,,AlN,P6_3mc,"{'a': 3.112, 'b': 3.112, 'c': 4.982, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Al', 'position': [0.3333333333, 0.6666666667, 0.0]}, {'element': 'Al', 'position': [0.6666666667, 0.3333333333, 0.5]}, {'element': 'N', 'position': [0.3333333333, 0.6666666667, 0.382]}, {'element': 'N', 'position': [0.6666666667, 0.3333333333, 0.882]}]",AlN,P6_3mc,"{'a': 3.128588, 'b': 3.1285882719535016, 'c': 5.016955, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999712453396}","[{'element': 'Al', 'position': [0.666667, 0.333333, 0.499287]}, {'element': 'Al', 'position': [0.333333, 0.666667, 0.999286999999999]}, {'element': 'N', 'position': [0.666667, 0.333333, 0.880713]}, {'element': 'N', 'position': [0.333333, 0.666667, 0.380712999999999]}]",5.329333305358887,False,0.9998
Boron nitride,openai,gpt-5.4,True,,BN,P6_3/mmc,"{'a': 2.504, 'b': 2.504, 'c': 6.661, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'B', 'position': [0.333333, 0.666667, 0.25]}, {'element': 'N', 'position': [0.666667, 0.333333, 0.25]}, {'element': 'B', 'position': [0.666667, 0.333333, 0.75]}, {'element': 'N', 'position': [0.333333, 0.666667, 0.75]}]",BN,P-6m2,"{'a': 2.5, 'b': 2.5, 'c': 6.77, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'B', 'position': [-0.0, 0.0, 0.0]}, {'element': 'B', 'position': [0.333333, 0.666667, 0.5]}, {'element': 'N', 'position': [0.333333, 0.666667, -0.0]}, {'element': 'N', 'position': [0.666667, 0.333333, 0.5]}]",5.202550888061523,False,0.5
Titanium dioxide,openai,gpt-5.4,True,,TiO2,P42/mnm,"{'a': 4.594, 'b': 4.594, 'c': 2.959, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ti', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.305, 0.305, 0.0]}, {'element': 'O', 'position': [0.695, 0.695, 0.0]}, {'element': 'O', 'position': [0.195, 0.805, 0.5]}, {'element': 'O', 'position': [0.805, 0.195, 0.5]}]",TiO2,I4_1/amd,"{'a': 3.7825395148615826, 'b': 3.7825398449736825, 'c': 5.501451398935157, 'alpha': 110.10714407805271, 'beta': 110.10713257902374, 'gamma': 89.9999788522249}","[{'element': 'Ti', 'position': [0.875, 0.625, 0.25]}, {'element': 'Ti', 'position': [0.125, 0.375, 0.75]}, {'element': 'O', 'position': [0.33215263, 0.5821526300000001, 0.16430425]}, {'element': 'O', 'position': [0.08215263, 0.8321526300000001, 0.66430425]}, {'element': 'O', 'position': [0.91784737, 0.16784737, 0.33569575]}, {'element': 'O', 'position': [0.66784737, 0.41784737, 0.8356957500000001]}]",5.147865056991577,False,0.5
Zinc oxide,openai,gpt-5.4,True,,ZnO,P63mc,"{'a': 3.249, 'b': 3.249, 'c': 5.206, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Zn', 'position': [0.333333, 0.666667, 0.0]}, {'element': 'Zn', 'position': [0.666667, 0.333333, 0.5]}, {'element': 'O', 'position': [0.333333, 0.666667, 0.3825]}, {'element': 'O', 'position': [0.666667, 0.333333, 0.8825]}]",ZnO,P6_3mc,"{'a': 3.23735118, 'b': 3.2373508669087494, 'c': 5.2220613, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999298106427}","[{'element': 'Zn', 'position': [0.666667, 0.333333, 0.5005917]}, {'element': 'Zn', 'position': [0.333333, 0.666667, 0.0005917]}, {'element': 'O', 'position': [0.666667, 0.333333, 0.8797183]}, {'element': 'O', 'position': [0.333333, 0.666667, 0.3797183]}]",4.756607055664063,False,0.5
Iron oxide,openai,gpt-5.4,True,,Fe2O3,R-3c,"{'a': 5.035, 'b': 5.035, 'c': 13.747, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Fe', 'position': [0.0, 0.0, 0.3553]}, {'element': 'Fe', 'position': [0.0, 0.0, 0.6447]}, {'element': 'Fe', 'position': [0.0, 0.0, 0.8553]}, {'element': 'Fe', 'position': [0.0, 0.0, 0.1447]}, {'element': 'O', 'position': [0.3059, 0.0, 0.25]}, {'element': 'O', 'position': [0.0, 0.3059, 0.25]}, {'element': 'O', 'position': [0.6941, 0.6941, 0.25]}, {'element': 'O', 'position': [0.6941, 0.0, 0.75]}, {'element': 'O', 'position': [0.0, 0.6941, 0.75]}, {'element': 'O', 'position': [0.3059, 0.3059, 0.75]}]",Fe2O3,R-3c,"{'a': 5.0918936441581, 'b': 5.452029995907517, 'c': 5.091910452974928, 'alpha': 62.16260543536898, 'beta': 119.98513390956244, 'gamma': 117.83716377417755}","[{'element': 'Fe', 'position': [0.35471223, 0.06434118, 0.64519388]}, {'element': 'Fe', 'position': [0.14519072, 0.43565251, 0.85471358]}, {'element': 'Fe', 'position': [0.64528296, 0.93565173, 0.35480774]}, {'element': 'Fe', 'position': [0.85480256, 0.56433974, 0.14528604]}, {'element': 'O', 'position': [0.55535593, 0.75000405, 0.055351990000000004]}, {'element': 'O', 'position': [0.24997731, 0.74996658, 0.44458318]}, {'element': 'O', 'position': [0.05541939, 0.24997195, 0.25001683]}, {'element': 'O', 'position': [0.7500203400000001, 0.25003518, 0.55541461]}, {'element': 'O', 'position': [0.44465124, 0.2500032, 0.9446496400000001]}, {'element': 'O', 'position': [0.94458732, 0.75003389, 0.7499815]}]",7.393457889556885,False,0.9991
